day_0,day_1,day_2,day_3,day_4,interval_by_day,name_spot,orientation_swell_by_day,orientation_wind_by_day,swell_by_day,swell_day_0,swell_day_1,swell_day_2,swell_day_3,swell_day_4,temp_air_by_day,temp_air_day_0,temp_air_day_1,temp_air_day_2,temp_air_day_3,temp_air_day_4,url_clean_spot,vitesse_vent_by_day,vitesse_vent_day_0,vitesse_vent_day_1,vitesse_vent_day_2,vitesse_vent_day_3,vitesse_vent_day_4,weather_by_day
Mardi 6 Octobre,Mercredi 7 Octobre,Jeudi 8 Octobre,Vendredi 9 Octobre,Samedi 10 Octobre,"[['6', '6', '6', '6', '6'], ['5', '5', '5', '4', '4'], ['7', '7', '7', '5', '7'], ['4', '7', '4', '5', '4'], ['5', '6', '6', '4', '4']]",Cap Gris Nez,"[['Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest Sud Ouest'], ['Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Sud Ouest', 'Orientation vagues Sud Ouest', 'Orientation vagues Sud Ouest'], ['Orientation vagues Sud Ouest', 'Orientation vagues Sud Ouest', 'Orientation vagues Sud Ouest', 'Orientation vagues Sud Ouest', 'Orientation vagues Sud Ouest'], ['Orientation vagues Sud Ouest', 'Orientation vagues Sud Ouest', 'Orientation vagues Sud Ouest', 'Orientation vagues Nord Ouest', 'Orientation vagues Nord Ouest']]","[['Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest'], ['Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest Sud Ouest'], ['Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest'], ['Orientation vent Sud Sud Ouest', 'Orientation vent Sud Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Ouest Nord Ouest'], ['Orientation vent Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest']]","[[2.1, 1.9, 1.7, 1.8, 1.9], [1.3, 1.2, 1.0, 1.0, 1.0], [2.5, 1.5, 0.9, 0.1, 0.7], [0.3, 0.5, 0.2, 0.3, 1.1], [1.6, 1.7, 1.2, 0.8, 0.8]]",1.88,1.1,1.14,0.48,1.22,"[[14.0, 15.0, 15.0, 15.0, 15.0], [12.0, 12.0, 13.0, 14.0, 14.0], [16.0, 15.0, 15.0, 15.0, 15.0], [15.0, 16.0, 16.0, 16.0, 15.0], [11.0, 11.0, 13.0, 14.0, 13.0]]",14.8,13.0,15.2,15.6,12.4,https://www.surf-report.com/meteo-surf/cap-gris-nez-s1108.html,"[[50.0, 45.0, 44.0, 48.0, 47.0], [33.0, 32.0, 29.0, 33.0, 29.0], [57.0, 21.0, 12.0, 7.0, 5.0], [18.0, 43.0, 44.0, 46.0, 17.0], [28.0, 28.0, 28.0, 38.0, 40.0]]",46.8,31.2,20.4,33.6,32.4,"[['Pluie faible', 'Averses de pluie', 'Averses de pluie', 'Averses de pluie', 'Averses de pluie'], ['Ciel peu nuageux', 'Ciel couvert', 'Ciel très nuageux', 'Ciel très nuageux', 'Ciel nuageux'], ['Pluie faible', 'Pluie faible', 'Pluie faible', 'Ciel très nuageux', 'Ciel très nuageux'], ['Pluie faible', 'Averses de pluie', 'Pluie faible', 'Averses de pluie', 'Averses de pluie'], ['Ciel très nuageux', 'Ciel peu nuageux', 'Ciel peu nuageux', 'Averses de pluie', 'Pluie faible']]"
Mardi 6 Octobre,Mercredi 7 Octobre,Jeudi 8 Octobre,Vendredi 9 Octobre,Samedi 10 Octobre,"[['8', '8', '8', '8', '9'], ['11', '12', '12', '12', '11'], ['10', '10', '10', '10', '10'], ['10', '10', '10', '10', '10'], ['6', '12', '7', '8', '9']]",Sainte Barbe,"[['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest']]","[['Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest Nord Ouest'], ['Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest'], ['Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest'], ['Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest'], ['Orientation vent Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Nord Ouest']]","[[2.1, 2.2, 2.3, 2.4, 2.5], [2.2, 2.0, 1.8, 1.7, 1.7], [1.6, 1.6, 1.6, 1.6, 1.5], [1.5, 1.4, 1.4, 1.4, 1.1], [1.7, 0.1, 1.6, 1.5, 1.6]]",2.3,1.88,1.58,1.36,1.3,"[[14.0, 14.0, 15.0, 15.0, 14.0], [13.0, 14.0, 15.0, 15.0, 15.0], [16.0, 16.0, 16.0, 16.0, 15.0], [15.0, 15.0, 16.0, 16.0, 15.0], [10.0, 12.0, 14.0, 14.0, 12.0]]",14.4,14.4,15.8,15.4,12.4,https://www.surf-report.com/meteo-surf/sainte-barbe-s1169.html,"[[34.0, 37.0, 37.0, 40.0, 34.0], [25.0, 21.0, 21.0, 25.0, 28.0], [29.0, 27.0, 25.0, 22.0, 15.0], [23.0, 26.0, 23.0, 25.0, 30.0], [30.0, 29.0, 26.0, 30.0, 27.0]]",36.4,24.0,23.6,25.4,28.4,"[['Ciel très nuageux', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Pluie faible', 'Pluie faible', 'Ciel couvert', 'Ciel très nuageux', 'Averses de pluie'], ['Ciel clair', 'Ciel clair', 'Ciel clair', 'Ciel nuageux', 'Ciel nuageux']]"
Mardi 6 Octobre,Mercredi 7 Octobre,Jeudi 8 Octobre,Vendredi 9 Octobre,Samedi 10 Octobre,"[['8', '9', '9', '10', '10'], ['12', '12', '12', '12', '11'], ['10', '6', '10', '6', '10'], ['6', '10', '10', '10', '10'], ['10', '10', '10', '9', '7']]",Baie Des Trépassés,"[['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest Nord Ouest']]","[['Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest'], ['Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Ouest Sud Ouest'], ['Orientation vent Ouest Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Sud Ouest'], ['Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Nord Nord Ouest'], ['Orientation vent Nord Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Nord Ouest']]","[[2.5, 2.6, 2.7, 2.9, 3.1], [2.8, 2.6, 2.4, 2.2, 2.1], [2.1, 0.1, 2.1, 0.1, 2.0], [0.1, 2.0, 1.9, 1.6, 1.6], [1.6, 1.7, 1.7, 0.1, 1.9]]",2.76,2.42,1.28,1.44,1.4,"[[14.0, 14.0, 14.0, 14.0, 14.0], [14.0, 14.0, 14.0, 15.0, 15.0], [15.0, 15.0, 15.0, 15.0, 15.0], [15.0, 15.0, 15.0, 15.0, 13.0], [12.0, 13.0, 13.0, 13.0, 13.0]]",14.0,14.4,15.0,14.6,12.8,https://www.surf-report.com/meteo-surf/baie-trepasses-s996.html,"[[40.0, 41.0, 38.0, 39.0, 40.0], [25.0, 18.0, 22.0, 34.0, 30.0], [28.0, 25.0, 23.0, 19.0, 14.0], [29.0, 28.0, 27.0, 34.0, 33.0], [37.0, 34.0, 33.0, 38.0, 36.0]]",39.6,25.8,21.8,30.2,35.6,"[['Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Ciel très nuageux', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Voile de nuages élevés', 'Ciel couvert'], ['Ciel couvert', 'Averses de pluie', 'Averses de pluie', 'Averses de pluie', 'Averses de pluie'], ['Ciel peu nuageux', 'Ciel nuageux', 'Ciel nuageux', 'Pluie faible', 'Pluie faible']]"
Mardi 6 Octobre,Mercredi 7 Octobre,Jeudi 8 Octobre,Vendredi 9 Octobre,Samedi 10 Octobre,"[['8', '9', '9', '10', '10'], ['12', '12', '12', '12', '11'], ['10', '6', '10', '6', '10'], ['6', '10', '10', '10', '10'], ['10', '10', '10', '9', '7']]",Plage De Gwendrez,"[['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest Nord Ouest']]","[['Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest'], ['Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Ouest Sud Ouest'], ['Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Sud Ouest'], ['Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Nord Nord Ouest'], ['Orientation vent Nord Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Nord Ouest']]","[[2.5, 2.6, 2.7, 2.9, 3.1], [2.8, 2.6, 2.4, 2.2, 2.1], [2.1, 0.1, 2.1, 0.1, 2.0], [0.1, 2.0, 1.9, 1.6, 1.6], [1.6, 1.7, 1.7, 0.1, 1.9]]",2.76,2.42,1.28,1.44,1.4,"[[14.0, 14.0, 14.0, 14.0, 14.0], [13.0, 14.0, 14.0, 15.0, 15.0], [15.0, 16.0, 16.0, 16.0, 15.0], [15.0, 15.0, 15.0, 15.0, 14.0], [11.0, 12.0, 14.0, 13.0, 13.0]]",14.0,14.2,15.6,14.8,12.6,https://www.surf-report.com/meteo-surf/plage-gwendrez-s1155.html,"[[36.0, 38.0, 37.0, 38.0, 37.0], [21.0, 19.0, 20.0, 29.0, 26.0], [25.0, 22.0, 22.0, 18.0, 12.0], [25.0, 28.0, 25.0, 32.0, 23.0], [32.0, 31.0, 31.0, 36.0, 32.0]]",37.2,23.0,19.8,26.6,32.4,"[['Ciel couvert', 'Pluie faible', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Ciel très nuageux', 'Ciel très nuageux', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Averses de pluie', 'Pluie faible', 'Averses de pluie', 'Averses de pluie'], ['Ciel nuageux', 'Ciel nuageux', 'Ciel nuageux', 'Pluie faible', 'Pluie faible']]"
Mardi 6 Octobre,Mercredi 7 Octobre,Jeudi 8 Octobre,Vendredi 9 Octobre,Samedi 10 Octobre,"[['8', '8', '8', '8', '9'], ['11', '12', '12', '12', '11'], ['10', '10', '10', '10', '10'], ['10', '10', '10', '10', '10'], ['6', '12', '7', '8', '9']]",Les Kaolins,"[['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest']]","[['Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest Nord Ouest'], ['Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Ouest Sud Ouest'], ['Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest'], ['Orientation vent Ouest Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest'], ['Orientation vent Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest']]","[[2.1, 2.2, 2.3, 2.4, 2.5], [2.2, 2.0, 1.8, 1.7, 1.7], [1.6, 1.6, 1.6, 1.6, 1.5], [1.5, 1.4, 1.4, 1.4, 1.1], [1.7, 0.1, 1.6, 1.5, 1.6]]",2.3,1.88,1.58,1.36,1.3,"[[14.0, 14.0, 15.0, 15.0, 14.0], [13.0, 15.0, 15.0, 14.0, 15.0], [15.0, 15.0, 17.0, 16.0, 15.0], [15.0, 15.0, 15.0, 16.0, 15.0], [9.0, 12.0, 14.0, 14.0, 12.0]]",14.4,14.4,15.6,15.2,12.2,https://www.surf-report.com/meteo-surf/les-kaolins-s1162.html,"[[33.0, 36.0, 36.0, 37.0, 30.0], [21.0, 20.0, 21.0, 25.0, 29.0], [29.0, 23.0, 21.0, 22.0, 13.0], [20.0, 26.0, 23.0, 27.0, 29.0], [24.0, 26.0, 25.0, 26.0, 23.0]]",34.4,23.2,21.6,25.0,24.8,"[['Ciel couvert', 'Ciel couvert', 'Pluie faible', 'Ciel couvert', 'Ciel couvert'], ['Voile de nuages élevés', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Pluie faible', 'Pluie faible', 'Averses de pluie', 'Ciel très nuageux', 'Averses de pluie'], ['Ciel clair', 'Ciel clair', 'Ciel peu nuageux', 'Ciel très nuageux', 'Ciel nuageux']]"
Mardi 6 Octobre,Mercredi 7 Octobre,Jeudi 8 Octobre,Vendredi 9 Octobre,Samedi 10 Octobre,"[['8', '8', '9', '9', '10'], ['11', '12', '11', '11', '11'], ['9', '9', '10', '10', '10'], ['10', '10', '6', '10', '10'], ['7', '7', '7', '8', '8']]",Locquirec,"[['Orientation vagues Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest'], ['Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Nord Ouest', 'Orientation vagues Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest Nord Ouest']]","[['Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest'], ['Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Sud Ouest', 'Orientation vent Sud Ouest'], ['Orientation vent Ouest Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest'], ['Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Nord Nord Ouest'], ['Orientation vent Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest Nord Ouest']]","[[2.9, 3.1, 3.2, 3.5, 3.7], [2.7, 2.4, 2.2, 2.1, 2.3], [2.5, 2.3, 2.2, 1.9, 1.8], [1.2, 1.8, 2.1, 1.7, 1.4], [2.2, 2.3, 2.3, 2.3, 2.3]]",3.28,2.34,2.14,1.64,2.28,"[[13.0, 14.0, 14.0, 14.0, 13.0], [13.0, 14.0, 14.0, 13.0, 15.0], [15.0, 16.0, 17.0, 17.0, 15.0], [15.0, 16.0, 15.0, 15.0, 13.0], [11.0, 12.0, 13.0, 13.0, 12.0]]",13.6,13.8,16.0,14.8,12.2,https://www.surf-report.com/meteo-surf/locquirec-s1102.html,"[[36.0, 40.0, 42.0, 44.0, 41.0], [16.0, 23.0, 20.0, 24.0, 30.0], [28.0, 26.0, 26.0, 19.0, 15.0], [23.0, 29.0, 26.0, 21.0, 23.0], [31.0, 31.0, 31.0, 32.0, 26.0]]",40.6,22.6,22.8,24.4,30.2,"[['Pluie faible', 'Pluie faible', 'Pluie faible', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Pluie faible', 'Ciel couvert', 'Pluie faible', 'Pluie faible'], ['Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Averses de pluie', 'Averses de pluie', 'Averses de pluie', 'Averses de pluie'], ['Ciel nuageux', 'Ciel très nuageux', 'Pluie faible', 'Pluie faible', 'Ciel nuageux']]"
Mardi 6 Octobre,Mercredi 7 Octobre,Jeudi 8 Octobre,Vendredi 9 Octobre,Samedi 10 Octobre,"[['8', '9', '9', '10', '10'], ['12', '12', '12', '12', '11'], ['10', '6', '10', '6', '10'], ['6', '10', '10', '10', '10'], ['10', '10', '10', '9', '7']]",Pors Carn,"[['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest Nord Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest'], ['Orientation vagues Ouest', 'Orientation vagues Ouest Sud Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest', 'Orientation vagues Ouest Nord Ouest']]","[['Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest', 'Orientation vent Ouest Nord Ouest'], ['Orientation vent Ouest Nord Ouest', 'Orientation vent Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Ouest Sud Ouest'], ['Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Ouest Sud Ouest', 'Orientation vent Sud Ouest'], ['Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Sud Ouest', 'Orientation vent Ouest Sud Ouest'], ['Orientation vent Nord Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Nord Ouest', 'Orientation vent Nord Ouest']]","[[2.5, 2.6, 2.7, 2.9, 3.1], [2.8, 2.6, 2.4, 2.2, 2.1], [2.1, 0.1, 2.1, 0.1, 2.0], [0.1, 2.0, 1.9, 1.6, 1.6], [1.6, 1.7, 1.7, 0.1, 1.9]]",2.76,2.42,1.28,1.44,1.4,"[[14.0, 14.0, 15.0, 14.0, 14.0], [13.0, 14.0, 14.0, 15.0, 15.0], [15.0, 16.0, 16.0, 16.0, 15.0], [15.0, 15.0, 15.0, 15.0, 15.0], [11.0, 13.0, 14.0, 13.0, 13.0]]",14.2,14.2,15.6,15.0,12.8,https://www.surf-report.com/meteo-surf/pors-carn-s1070.html,"[[37.0, 39.0, 40.0, 41.0, 39.0], [23.0, 20.0, 20.0, 29.0, 28.0], [27.0, 22.0, 22.0, 18.0, 14.0], [25.0, 29.0, 25.0, 33.0, 20.0], [32.0, 32.0, 32.0, 36.0, 33.0]]",39.2,24.0,20.6,26.4,33.0,"[['Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Ciel couvert'], ['Voile de nuages élevés', 'Ciel très nuageux', 'Ciel très nuageux', 'Ciel couvert', 'Ciel couvert'], ['Ciel couvert', 'Ciel couvert', 'Ciel couvert', 'Voile de nuages élevés', 'Ciel couvert'], ['Ciel couvert', 'Averses de pluie', 'Averses de pluie', 'Averses de pluie', 'Averses de pluie'], ['Ciel peu nuageux', 'Ciel peu nuageux', 'Ciel nuageux', 'Pluie faible', 'Pluie faible']]"
